MRIO_country				AT	AT	AT	AT	AT	AT	AT	BE	BE	BE	BE	BE	BE	BE	BG	BG	BG	BG	BG	BG	BG	CY	CY	CY	CY	CY	CY	CY	CZ	CZ	CZ	CZ	CZ	CZ	CZ	DE	DE	DE	DE	DE	DE	DE	DK	DK	DK	DK	DK	DK	DK	EE	EE	EE	EE	EE	EE	EE	ES	ES	ES	ES	ES	ES	ES	FI	FI	FI	FI	FI	FI	FI	FR	FR	FR	FR	FR	FR	FR	GR	GR	GR	GR	GR	GR	GR	HR	HR	HR	HR	HR	HR	HR	HU	HU	HU	HU	HU	HU	HU	IE	IE	IE	IE	IE	IE	IE	IT	IT	IT	IT	IT	IT	IT	LT	LT	LT	LT	LT	LT	LT	LU	LU	LU	LU	LU	LU	LU	LV	LV	LV	LV	LV	LV	LV	MT	MT	MT	MT	MT	MT	MT	NL	NL	NL	NL	NL	NL	NL	PL	PL	PL	PL	PL	PL	PL	PT	PT	PT	PT	PT	PT	PT	RO	RO	RO	RO	RO	RO	RO	SE	SE	SE	SE	SE	SE	SE	SI	SI	SI	SI	SI	SI	SI	SK	SK	SK	SK	SK	SK	SK	GB	GB	GB	GB	GB	GB	GB	US	US	US	US	US	US	US	JP	JP	JP	JP	JP	JP	JP	CN	CN	CN	CN	CN	CN	CN	CA	CA	CA	CA	CA	CA	CA	KR	KR	KR	KR	KR	KR	KR	BR	BR	BR	BR	BR	BR	BR	IN	IN	IN	IN	IN	IN	IN	MX	MX	MX	MX	MX	MX	MX	RU	RU	RU	RU	RU	RU	RU	AU	AU	AU	AU	AU	AU	AU	CH	CH	CH	CH	CH	CH	CH	TR	TR	TR	TR	TR	TR	TR	TW	TW	TW	TW	TW	TW	TW	NO	NO	NO	NO	NO	NO	NO	ID	ID	ID	ID	ID	ID	ID	ZA	ZA	ZA	ZA	ZA	ZA	ZA	WA	WA	WA	WA	WA	WA	WA	WL	WL	WL	WL	WL	WL	WL	WE	WE	WE	WE	WE	WE	WE	WF	WF	WF	WF	WF	WF	WF	WM	WM	WM	WM	WM	WM	WM
TJ	AUT	Electricity output (GWh)-autoproducer CHP plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer CHP plants	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Solar photovoltaics																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Wind																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Coal tar																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coal mines	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Gas works	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Non-specified (energy)	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil and gas extraction	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil and gas extraction	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Lubricants																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Naphtha																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Petroleum coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Own use in electricity, CHP and heat plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Pumped storage plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer heat plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Stock changes	Additives/blending components					83.50																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Aviation gasoline					75.85																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	BKB					62.34																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Bitumen					40.10																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Coke oven coke					68.79																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Coking coal					36.46																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Crude oil					48.23																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Fuel oil					56.29																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Gas/diesel oil excl. biofuels					76.30																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Kerosene type jet fuel excl. biofuels					76.65																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Lignite					45.72																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Liquefied petroleum gases (LPG)					16.75																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Lubricants					72.09																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Motor gasoline excl. biofuels					96.69																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Natural gas					4.06																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Other bituminous coal					90.17																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Other oil products					7.53																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Petroleum coke					89.77																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Primary solid biofuels					6.42																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Refinery feedstocks					50.69																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	White spirit & SBP					70.70																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	BKB																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Biodiesels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Natural gas	45.38				81.12																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	Other bituminous coal	48.83				59.14																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Solar thermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	BKB																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Charcoal			86.91																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Industrial waste			48.73																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Other kerosene																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Primary solid biofuels			8.85																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Solar thermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Heat																																																																																																																																																																																																																																																																																																																																																							
