MRIO_country				AT	AT	AT	AT	AT	AT	AT	BE	BE	BE	BE	BE	BE	BE	BG	BG	BG	BG	BG	BG	BG	CY	CY	CY	CY	CY	CY	CY	CZ	CZ	CZ	CZ	CZ	CZ	CZ	DE	DE	DE	DE	DE	DE	DE	DK	DK	DK	DK	DK	DK	DK	EE	EE	EE	EE	EE	EE	EE	ES	ES	ES	ES	ES	ES	ES	FI	FI	FI	FI	FI	FI	FI	FR	FR	FR	FR	FR	FR	FR	GR	GR	GR	GR	GR	GR	GR	HR	HR	HR	HR	HR	HR	HR	HU	HU	HU	HU	HU	HU	HU	IE	IE	IE	IE	IE	IE	IE	IT	IT	IT	IT	IT	IT	IT	LT	LT	LT	LT	LT	LT	LT	LU	LU	LU	LU	LU	LU	LU	LV	LV	LV	LV	LV	LV	LV	MT	MT	MT	MT	MT	MT	MT	NL	NL	NL	NL	NL	NL	NL	PL	PL	PL	PL	PL	PL	PL	PT	PT	PT	PT	PT	PT	PT	RO	RO	RO	RO	RO	RO	RO	SE	SE	SE	SE	SE	SE	SE	SI	SI	SI	SI	SI	SI	SI	SK	SK	SK	SK	SK	SK	SK	GB	GB	GB	GB	GB	GB	GB	US	US	US	US	US	US	US	JP	JP	JP	JP	JP	JP	JP	CN	CN	CN	CN	CN	CN	CN	CA	CA	CA	CA	CA	CA	CA	KR	KR	KR	KR	KR	KR	KR	BR	BR	BR	BR	BR	BR	BR	IN	IN	IN	IN	IN	IN	IN	MX	MX	MX	MX	MX	MX	MX	RU	RU	RU	RU	RU	RU	RU	AU	AU	AU	AU	AU	AU	AU	CH	CH	CH	CH	CH	CH	CH	TR	TR	TR	TR	TR	TR	TR	TW	TW	TW	TW	TW	TW	TW	NO	NO	NO	NO	NO	NO	NO	ID	ID	ID	ID	ID	ID	ID	ZA	ZA	ZA	ZA	ZA	ZA	ZA	WA	WA	WA	WA	WA	WA	WA	WL	WL	WL	WL	WL	WL	WL	WE	WE	WE	WE	WE	WE	WE	WF	WF	WF	WF	WF	WF	WF	WM	WM	WM	WM	WM	WM	WM
TJ	AUT	Electricity output (GWh)-autoproducer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer CHP plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer CHP plants	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-autoproducer electricity plants	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer CHP plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Other liquid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Other sources																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Solar photovoltaics																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Electricity output (GWh)-main activity producer electricity plants	Wind																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Coal tar																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Blast furnaces	Other recovered gases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Coke ovens	Other recovered gases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Non-specified (energy)	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil and gas extraction	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil and gas extraction	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Lubricants																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Petroleum coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Oil refineries	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Own use in electricity, CHP and heat plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Energy industry own use; Pumped storage plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
